Timestamp,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,RH,WS,WD,SR,AQI
03-09-2024,19.2,42.07,3.84,12.2,9.35,14.56,13.23,0.7,15.66,3.39,1.25,6.63,25.71,86.24,1.15,149.71,48.42,34
04-09-2024,16.54,39.84,5.71,15.27,12.55,16.98,12.52,0.71,14.83,3.2,1.67,8.63,26.37,85.48,0.96,213.48,42.27,45
05-09-2024,25.66,60.12,6.07,16.14,13.3,14.07,12.75,0.66,15.49,3.44,2.15,8.37,27.07,80.33,0.96,220.65,70.83,45
06-09-2024,25.38,71,5.33,12.29,10.69,13.37,18.83,0.49,14.98,3.59,1.43,5.86,28.04,76.97,0.97,231.8,161.32,58
07-09-2024,22.58,65.63,6.52,13.58,12.32,27.09,22.09,0.54,9.28,2.5,1.04,4.18,26.61,83.95,1.01,222.3,115.25,50
08-09-2024,20.31,41.27,3.3,12.97,9.43,27,12.88,0.62,9,2.9,1.36,6.07,26.94,83.83,1.01,236.48,113.29,39
09-09-2024,25.06,50,5.92,12.97,11.52,33.79,9.95,0.76,9.02,3.28,1.6,7.66,26.53,85.7,1.05,233.94,104.88,48
10-09-2024,24.04,35.29,6.95,11.82,11.75,18.36,17.24,0.97,7.14,4.44,2.17,9.7,24.38,97,0.98,209.85,0.47,49
11-09-2024,22.37,52.61,5.95,8.48,9.2,16.33,15.45,0.7,7.42,3.87,1.08,5.3,25.74,86.22,1,223.85,75.38,44
12-09-2024,30.21,70.03,9.1,18.33,16.86,16.48,8.18,0.64,8.61,3.14,3.05,9.55,25.44,86.63,0.95,222.76,65.18,60
13-09-2024,24.48,64.06,6.72,15.47,13.45,17.19,9.09,0.59,12.81,3.12,1.73,7.78,25.75,81.61,0.96,221.13,86.18,51
14-09-2024,26.53,94.9,11.46,18.37,18.79,18.59,9.3,0.67,16.33,2.76,2.34,8.82,26.61,72.04,1,225.51,181.54,70
15-09-2024,23.24,83.29,8.05,17.6,15.64,13.59,11.17,0.61,17.94,2.51,1.31,6.33,26.57,71.85,1.02,233.19,163.49,73
16-09-2024,33.48,88.18,5.14,17.59,13.3,19.27,14.13,0.73,22.68,2.91,1.4,7.5,27.06,71.85,1.09,246.38,156.63,58
17-09-2024,32.08,88.25,5.53,16.89,13.25,13.8,7.05,0.57,22.82,2.35,1.3,7.25,26.11,75.45,1.09,228.7,25.14,70
18-09-2024,30.83,84.75,3.35,17.92,12.05,15.86,9.31,0.65,23.29,3.22,1.64,7.92,26.63,75.1,0.98,226.45,123.23,62
19-09-2024,42.34,110.86,3.97,23.03,15.22,14.29,25.17,0.8,25.92,3.85,1.9,8.12,28.01,72.96,0.94,235.45,141.47,81
20-09-2024,46.38,129.9,5.95,21.3,15.9,14.24,26.21,0.97,23.47,4.93,1.84,8.84,28.2,74.1,1.01,231.83,142.01,90
21-09-2024,48.17,127.17,5.97,21.22,15.87,9.56,17.71,1.02,23.35,4.68,2.29,10.21,29.23,71.84,1.02,219.06,131.99,88
22-09-2024,40.79,80.45,4.88,19.15,13.9,14.75,29.12,0.93,23.53,3.84,1.59,7.03,27.34,81.27,1.01,209.86,133.24,82
23-09-2024,49.36,89.74,4.48,17.41,11.66,19.89,24.77,0.85,19.36,4.66,1.39,7.37,27.67,80.66,1.04,210.52,104.92,72
24-09-2024,28.43,56.88,8.39,15.84,15,16,25.31,1.03,9.31,4.61,3.22,13.14,24.58,92.61,0.97,215.28,0.26,67
25-09-2024,33.78,70.15,7.09,19.92,16.09,14.15,18.21,1.08,7.64,5.16,3.1,13.82,25.38,90.74,1.02,173.84,26.36,56
26-09-2024,30.65,58.2,4.76,19.87,14.19,7.78,14.95,0.8,11.13,3.52,1.8,8.79,25.27,90.89,0.97,189.14,55.66,69
27-09-2024,28,43.84,5.93,14.41,12.28,9.31,17.36,0.77,7.71,5.16,1.26,6.88,25.64,90.73,1.02,198.41,79.92,50
28-09-2024,25.8,63.61,6.94,16.25,14.05,15,5.04,0.65,7.43,4.19,1.21,6.41,26.72,82.86,0.99,211.67,112.78,50
29-09-2024,38.5,76.34,8.77,19.51,17.22,13.38,22.46,0.79,10.77,5.46,1.19,5.94,28.33,78.47,0.91,224.27,174.01,56
30-09-2024,34.59,79.4,6.58,20.27,15.58,9.72,27,0.88,12.57,4.9,1.78,7.91,28.77,78.2,0.94,215.65,139.5,66
01-10-2024,42.1,88.77,5.84,22.24,16.21,9.13,31.52,0.91,16.44,4.85,3.28,8.67,29.19,75.82,0.91,229.84,176.1,64
02-10-2024,43.14,86.6,2.65,23.28,14.29,9.65,16.16,0.94,21.08,4.75,2.42,7.77,29.62,70.39,0.95,237.11,171.9,78
03-10-2024,44.46,93.24,4.15,21.55,14.59,11.82,30.6,1.04,19.51,4.76,1.9,8.45,28.9,69.93,1.04,231.12,158.21,84
04-10-2024,50.86,105.87,4.18,21.76,14.73,9.26,23.63,1.05,25.49,5.57,2.85,11.68,28.93,69.81,1.01,236.21,177.01,94
05-10-2024,49.72,132.98,4.32,25.18,16.62,6.41,31.54,0.98,27.7,4.51,2.9,14.49,28.74,66.18,1.02,211.02,156.47,111
06-10-2024,44.51,107.44,6.5,24.1,17.8,9.13,30.39,1.27,25.46,5.66,2.74,11.82,28.43,64.59,1.06,189.75,130.69,93
07-10-2024,46.34,117.96,6.54,29.29,20.54,9.89,26.34,1.23,22.18,6.46,2.69,12.15,28.35,65.26,1.08,175.28,175.4,98
08-10-2024,66.62,144.37,4.27,22.35,15.1,18.9,30.84,1.2,19.83,4.09,1.49,7.84,26.86,77,1.09,171.21,81.65,127
09-10-2024,71.13,136.55,12.13,28.24,24.42,34.44,26.96,1.58,14.09,4.73,2.85,12.02,27.01,78.6,0.99,177.43,71.58,130
10-10-2024,54.54,110.42,5.15,18.55,13.82,9.03,47.82,0.5,10.16,4.03,2.33,10.32,26.82,80.76,0.99,199.88,85.94,124
11-10-2024,43.58,77.56,5.5,12.71,11.05,10.76,33.89,0.58,11.15,3.5,1.35,6.24,26.85,79,1.03,203.76,109.85,83
12-10-2024,22.18,51.29,3.99,13.85,10.44,9.13,12.01,0.7,12.98,0.15,1.67,10.96,26.71,77.07,1.17,159.51,187.99,64
13-10-2024,27,65.74,3.84,16.22,11.56,9.67,11.75,0.8,14.56,0.76,1.28,1.3,27.23,76.21,1.15,159.79,139.45,58
14-10-2024,32.16,85.63,9.46,25.24,20.76,13.83,14.98,1.08,12.74,1.11,1.31,1.1,28.04,73.47,1.12,136.23,155.67,66
15-10-2024,44.25,103.74,8.6,15.49,14.99,13.3,15.1,1.15,11.34,1.11,1.32,1.11,27.9,73.55,1.13,139.13,130.86,90
16-10-2024,63.19,130.56,5.12,27.83,18.65,13.1,21.4,1.2,20.99,2.75,2.48,5.5,28.03,73.2,1.14,138.7,125.46,113
17-10-2024,71.8,152.9,7.2,19.94,16.22,27.63,20.65,1.15,15.82,2.22,2.26,9.25,28.39,73.87,1.18,112.51,121.07,157
18-10-2024,60.74,124.82,5.81,18.98,14.58,11.66,17.73,0.93,13.3,3.38,2.17,7.8,28.14,73.51,1.15,148.99,161.97,132
19-10-2024,48.8,93.9,7.79,32.48,23.22,7.71,20.59,1.09,13.66,1.02,1.13,2.25,27.04,76.36,1.16,166.11,120.02,84
20-10-2024,34.74,68.54,6.99,19.11,15.59,11.34,10.24,0.99,8.54,1.12,1.32,1.09,24.67,81.67,1.03,221.37,13.73,73
